City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country
464,Porto Belo,-27.1578,-48.5531,69.8,96,100,7.31,overcast clouds,BR
465,Sandwick,60.0,-1.25,51.62,100,20,4.61,few clouds,GB
466,Zverinogolovskoye,54.4586,64.8542,39.81,60,100,13.8,overcast clouds,RU
467,Selaphum,16.0299,103.9383,78.71,90,100,5.01,overcast clouds,TH
468,Bosaso,11.2842,49.1816,88.72,59,3,3.71,clear sky,SO
469,Los Llanos De Aridane,28.6585,-17.9182,69.55,79,20,8.05,few clouds,ES
470,Mikkeli,61.6886,27.2723,42.91,70,90,5.75,overcast clouds,FI
471,Tiznit,29.5833,-9.5,63.16,86,84,2.39,broken clouds,MA
472,Te Anau,-45.4167,167.7167,43.02,96,79,7.25,broken clouds,NZ
473,Sarankhola,22.3082,89.7897,76.86,94,99,2.28,light rain,BD
474,Narsaq,60.9167,-46.05,43.02,85,70,3.0,broken clouds,GL
475,Vero Beach,27.6386,-80.3973,85.05,79,1,5.01,clear sky,US
476,Nishihara,26.1842,127.7558,78.85,81,20,6.91,few clouds,JP
477,Soyo,-6.1349,12.3689,73.92,77,54,5.08,broken clouds,AO
478,Lavumisa,-27.31,31.892,59.97,81,0,4.54,clear sky,SZ
479,La Plaine,15.3333,-61.25,78.44,76,47,5.64,scattered clouds,DM
480,Tambacounda,13.7539,-13.7586,78.85,89,0,4.61,clear sky,SN
481,Necochea,-38.5473,-58.7368,53.04,95,65,10.92,light rain,AR
482,Chernyshevskiy,63.0128,112.4714,32.0,77,96,8.77,overcast clouds,RU
483,Inta,66.0317,60.1659,30.92,93,20,8.52,few clouds,RU
484,Riyadh,24.6877,46.7219,84.34,21,0,6.08,clear sky,SA
485,Tamandare,-8.7597,-35.1047,75.0,76,58,9.17,broken clouds,BR
486,Eldorado,-23.7869,-54.2836,84.94,33,76,5.88,broken clouds,BR
487,Laerdalsoyri,61.098,7.4816,55.44,78,100,4.43,overcast clouds,NO
488,Weatherford,32.7593,-97.7972,95.99,45,4,3.0,clear sky,US
489,Camacha,33.0833,-16.3333,70.56,68,75,13.8,broken clouds,PT
490,Leshukonskoye,64.8989,45.7622,38.93,72,100,4.99,overcast clouds,RU
491,Hami,42.8,93.45,72.63,19,51,5.35,broken clouds,CN
492,Pozo Colorado,-23.4923,-58.7972,91.38,20,6,7.02,clear sky,PY
493,Urumqi,43.801,87.6005,72.55,25,0,13.42,clear sky,CN
494,La Palma,33.8464,-118.0467,91.94,61,1,5.99,clear sky,US
495,Almeirim,-1.5233,-52.5817,81.45,70,56,4.14,broken clouds,BR
496,Lasa,46.6166,10.7002,52.68,99,100,5.59,overcast clouds,IT
497,Iacu,-12.7672,-40.2117,74.23,45,4,6.31,clear sky,BR
498,Zelenogorskiy,55.0333,87.0,36.12,91,97,3.02,overcast clouds,RU
499,Nyuksenitsa,60.4128,44.2397,36.88,71,100,3.96,overcast clouds,RU
500,Manaure,11.7751,-72.4445,83.59,71,100,16.6,overcast clouds,CO
501,Khash,28.2211,61.2158,72.16,20,0,2.95,clear sky,IR
502,Mackay,-21.15,149.2,75.04,77,15,5.75,few clouds,AU
503,Ampanihy,-24.7,44.75,58.05,74,0,8.72,clear sky,MG
504,Carbonia,39.1672,8.5222,70.0,73,1,5.91,clear sky,IT
505,Morondava,-20.2833,44.2833,66.61,60,5,7.45,clear sky,MG
506,Grindavik,63.8424,-22.4338,48.67,100,90,25.32,light intensity drizzle rain,IS
507,Hamilton,39.1834,-84.5333,84.34,57,1,1.01,clear sky,US
508,Kassala,15.451,36.4,84.54,59,12,7.31,few clouds,SD
509,Praia Da Vitoria,38.7333,-27.0667,70.05,83,75,10.56,broken clouds,PT
510,Mayo,38.8876,-76.5119,79.86,60,1,7.0,clear sky,US
511,Mathathane,-22.2687,28.7495,61.86,53,3,6.49,clear sky,BW
512,Andra,62.5147,65.8878,33.58,97,100,12.66,overcast clouds,RU
513,Balaipungut,1.05,101.2833,73.81,98,98,2.64,overcast clouds,ID
514,Xunchang,28.4543,104.715,63.59,88,2,2.8,light rain,CN
515,San Lazaro,18.0387,-88.6622,89.38,79,98,6.85,overcast clouds,BZ
516,Qasigiannguit,68.8193,-51.1922,23.25,76,100,4.54,overcast clouds,GL
517,Rudnichnyy,59.617,52.4703,31.71,94,80,6.62,broken clouds,RU
518,Mahajanga,-15.7167,46.3167,73.42,68,20,5.75,few clouds,MG
519,Atar,20.5169,-13.0499,87.76,41,80,18.77,broken clouds,MR
520,Troitskoye,52.9821,84.6757,43.32,71,99,10.4,light rain,RU
521,Honningsvag,70.9821,25.9704,38.73,77,82,24.23,broken clouds,NO
522,Cam Ranh,11.9214,109.1591,75.16,94,40,2.3,scattered clouds,VN
523,Seymchan,62.8833,152.4333,38.14,83,100,11.1,overcast clouds,RU
524,Rundu,-17.9333,19.7667,73.76,28,9,5.79,clear sky,NA
525,Amahai,-3.3333,128.9167,78.96,85,57,1.39,broken clouds,ID
526,Magadi,12.9667,77.2333,68.34,81,94,3.33,light rain,IN
527,Aykhal,66.0,111.5,28.99,81,95,6.11,overcast clouds,RU
528,Catamarca,-28.4696,-65.7852,79.59,53,27,3.94,scattered clouds,AR
529,Izumo,35.3667,132.7667,64.35,88,20,10.36,few clouds,JP
530,Ust-Tsilma,65.441,52.1498,38.19,75,100,7.07,overcast clouds,RU
531,Srandakan,-7.9386,110.2506,75.34,88,65,7.23,broken clouds,ID
532,Port Hardy,50.6996,-127.4199,57.38,94,75,2.3,light intensity shower rain,CA
533,Murchison,-41.8,172.3333,54.99,63,75,3.91,broken clouds,NZ
534,Cabo San Lucas,22.8909,-109.9124,93.51,66,20,10.36,few clouds,MX
535,Purna,19.1833,77.05,78.19,78,100,1.74,overcast clouds,IN
536,Altay,47.8667,88.1167,61.47,47,89,1.57,overcast clouds,CN
537,Trairi,-3.2778,-39.2689,78.44,75,74,12.17,broken clouds,BR
538,Tarragona,41.129,1.249,70.27,53,0,3.44,clear sky,ES
539,Abu Samrah,35.3029,37.1841,73.27,45,0,5.66,clear sky,SY
540,Kamalia,30.7333,72.65,85.19,57,4,6.35,clear sky,PK
541,Ludwigsfelde,52.3,13.2667,54.95,75,75,6.91,broken clouds,DE
542,Huarmey,-10.0681,-78.1522,62.47,79,10,10.85,clear sky,PE
543,Hualmay,-11.0964,-77.6139,61.79,77,18,11.92,few clouds,PE
544,Vila Do Maio,15.1333,-23.2167,79.59,87,82,10.83,broken clouds,CV
545,Belmonte,-15.8631,-38.8828,75.7,81,27,7.63,scattered clouds,BR
546,Kataysk,56.289,62.5841,34.05,76,71,12.93,broken clouds,RU
547,Kerchevskiy,59.946,56.2884,33.28,89,96,8.16,overcast clouds,RU
548,Calatagan,13.8833,120.65,78.71,85,95,8.23,overcast clouds,PH
549,Parakou,9.3372,2.6303,72.03,94,32,3.74,light rain,BJ
550,Ixtapa,20.7,-105.2,81.63,83,90,10.36,overcast clouds,MX
551,Zaria,11.1113,7.7227,71.44,85,12,6.82,light rain,NG
552,Mocuba,-16.8392,36.9856,62.29,70,9,1.81,clear sky,MZ
553,Abnub,27.2696,31.1511,82.62,30,1,4.7,clear sky,EG
554,Walvis Bay,-22.9575,14.5053,55.09,76,3,2.3,clear sky,NA
555,Forest,37.3638,-79.2897,84.42,58,20,0.0,few clouds,US
556,Guiratinga,-16.3494,-53.7583,84.85,14,7,7.09,clear sky,BR
557,Carnduff,49.1667,-101.8009,63.37,30,100,14.81,overcast clouds,CA
558,Emmaus,40.5395,-75.4968,77.29,48,1,5.75,clear sky,US
559,Kuala Selangor,3.35,101.25,73.6,88,100,7.72,overcast clouds,MY
560,Ongandjera,-17.8833,15.0667,69.6,27,4,13.22,clear sky,NA
561,Venezuela,8.0,-66.0,79.57,76,97,8.28,overcast clouds,VE
562,Vani,42.0832,42.5216,62.29,94,40,5.75,scattered clouds,GE
563,Camacupa,-12.0167,17.4833,63.75,75,22,4.97,few clouds,AO
564,Jodhpur,26.2867,73.03,81.77,78,100,12.82,overcast clouds,IN
565,Koltubanovskiy,52.9407,52.0269,37.9,69,63,2.66,broken clouds,RU
566,Karlskoga,59.3267,14.5239,47.07,80,81,5.75,broken clouds,SE
567,Bandarbeyla,9.4942,50.8122,78.6,77,88,21.65,overcast clouds,SO
568,Sinnamary,5.3833,-52.95,80.4,80,83,10.87,broken clouds,GF
569,Hambantota,6.1241,81.1185,79.43,86,41,11.92,scattered clouds,LK
570,Najran,17.4924,44.1277,83.05,18,10,3.33,clear sky,SA
571,Cocal,-28.6167,-49.35,69.35,99,61,3.31,broken clouds,BR
572,Atikokan,48.7555,-91.6216,80.08,54,98,14.47,overcast clouds,CA
573,Maturin,9.75,-63.1767,80.6,67,48,5.14,scattered clouds,VE
574,Ayorou,14.7308,0.9174,89.01,43,17,15.23,few clouds,NE
575,Kijang,35.2442,129.2139,67.73,74,33,11.48,scattered clouds,KR
576,Jacareacanga,-6.2222,-57.7528,81.77,61,86,0.38,light rain,BR
577,Russell,32.3502,-85.1999,76.98,91,90,0.0,overcast clouds,US
578,Beloha,-25.1667,45.05,60.03,68,3,9.33,clear sky,MG
579,Jaranwala,31.3333,73.4333,83.91,60,0,5.32,clear sky,PK
580,Qixia,37.2975,120.8256,69.94,96,100,24.87,moderate rain,CN
581,Jaque,7.5175,-78.1703,79.65,85,82,2.48,light rain,PA
582,Jimo,36.3897,120.4622,73.18,100,90,22.37,heavy intensity rain,CN
583,Iralaya,15.0,-83.2333,87.89,81,46,7.94,scattered clouds,HN
584,Komatipoort,-25.4332,31.9548,64.24,46,0,3.83,clear sky,ZA
585,Abancay,-13.6339,-72.8814,65.19,59,92,6.64,overcast clouds,PE
586,Shakawe,-18.3667,21.85,71.37,27,20,6.17,few clouds,BW
587,Lamu,-2.2717,40.902,77.22,81,16,17.65,few clouds,KE
588,Calbuco,-41.768,-73.1273,51.01,75,19,6.96,few clouds,CL
589,Vao,-22.6667,167.4833,67.28,66,100,13.62,overcast clouds,NC
590,Mangrol,21.1167,70.1167,79.9,87,18,9.35,few clouds,IN
591,Inhambane,-23.865,35.3833,65.8,70,0,9.26,clear sky,MZ
592,Saint George,37.1041,-113.5841,94.62,14,1,1.99,clear sky,US
593,Sarangani,5.4033,125.4636,78.24,84,100,15.08,overcast clouds,PH
594,Houma,29.5958,-90.7195,86.0,78,40,13.8,scattered clouds,US
595,Ambovombe,-25.1667,46.0833,62.89,73,55,14.47,broken clouds,MG
596,Rawson,-43.3002,-65.1023,54.36,48,68,6.02,broken clouds,AR
597,Mugumu,-1.85,34.7,63.41,82,31,1.81,scattered clouds,TZ
598,Alice Springs,-23.7,133.8833,63.95,63,75,5.75,broken clouds,AU
599,Havelock,34.8791,-76.9013,82.63,73,40,1.01,scattered clouds,US
600,Mvuma,-19.2792,30.5283,53.78,57,0,5.23,clear sky,ZW
601,Zhangye,38.9342,100.4517,60.12,38,0,7.11,clear sky,CN
602,Cravo Norte,6.3017,-70.2041,80.4,77,65,0.47,broken clouds,CO
603,Cayeli,41.0923,40.7292,70.79,63,31,3.18,scattered clouds,TR
604,Puerto Carreno,6.189,-67.4859,80.67,79,84,0.58,broken clouds,CO
605,Narimanov,46.6927,47.8498,57.11,64,34,11.9,scattered clouds,RU
606,Port Moresby,-9.4431,147.1797,76.42,88,75,5.75,broken clouds,PG
607,Erenhot,43.6475,111.9767,60.31,60,89,15.3,overcast clouds,CN
608,Porbandar,21.6422,69.6093,80.53,85,8,10.09,clear sky,IN
609,Itoman,26.1247,127.6694,79.57,80,20,2.3,few clouds,JP
610,Beringovskiy,63.05,179.3167,37.87,77,100,6.2,overcast clouds,RU
611,Yumen,40.2833,97.2,64.96,20,3,7.83,clear sky,CN
612,Palu,-0.8917,119.8707,77.4,91,98,1.77,overcast clouds,ID
613,Kushiro,42.975,144.3747,58.15,88,20,3.44,fog,JP
614,El Dorado,38.7666,-120.5177,75.78,42,41,1.99,scattered clouds,US
615,Cedar City,37.6775,-113.0619,76.39,19,1,28.77,clear sky,US
616,Ormara,25.2088,64.6357,80.76,87,3,15.35,clear sky,PK
617,Shalakusha,62.2247,40.2539,32.34,95,60,4.5,broken clouds,RU
618,Kununurra,-15.7667,128.7333,73.38,83,7,2.3,clear sky,AU
619,Marilia,-22.2139,-49.9458,85.8,27,66,3.6,broken clouds,BR
620,Ukiah,39.1502,-123.2078,79.56,43,1,10.36,clear sky,US
621,Eureka,40.8021,-124.1637,72.75,73,47,9.08,scattered clouds,US
622,Meadow Lake,34.8014,-106.5436,87.6,24,29,8.39,light rain,US
623,Omsukchan,62.5333,155.8,40.48,92,100,3.42,overcast clouds,RU
624,Sola,-13.8833,167.55,83.07,74,75,6.91,broken clouds,VU
625,Chaykovskiy,56.7686,54.1148,32.81,69,99,5.23,overcast clouds,RU
626,Yambio,4.5721,28.3955,68.58,96,68,1.23,broken clouds,SS
627,Mykolayivka,47.5414,30.7561,48.15,77,30,7.38,scattered clouds,UA
628,Pandan,14.0453,124.1694,81.48,85,100,7.2,overcast clouds,PH
629,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,78.55,78,86,0.98,overcast clouds,BR
630,Salacgriva,57.7536,24.3581,40.89,76,1,12.97,clear sky,LV
631,Marsh Harbour,26.5412,-77.0636,83.46,69,70,8.77,broken clouds,BS
632,Luanda,-8.8368,13.2343,71.6,78,20,6.91,few clouds,AO
633,Kurilsk,45.2333,147.8833,55.92,68,49,8.72,scattered clouds,RU
634,Belyy Yar,53.6039,91.3903,51.69,66,0,4.47,clear sky,RU
635,Begun,24.9833,75.0,73.47,93,84,7.96,broken clouds,IN
636,Tazmalt,36.3868,4.3989,72.95,79,13,4.65,few clouds,DZ
637,Prince Rupert,54.3161,-130.3201,55.49,85,90,4.61,light rain,CA
638,Kavaratti,10.5669,72.642,81.45,80,100,11.45,overcast clouds,IN
639,Carmen,18.6333,-91.8333,89.64,58,40,10.36,scattered clouds,MX
640,Maneadero,31.7167,-116.5667,77.18,70,3,3.0,clear sky,MX
641,Kamwenge,0.1866,30.4539,62.98,97,96,0.29,overcast clouds,UG
642,Mananjary,-21.2167,48.3333,66.6,72,100,2.62,overcast clouds,MG
643,Hauterive,46.0901,3.4459,60.58,94,100,3.89,light rain,FR
644,Lanquin,15.5667,-89.9667,89.33,87,67,1.54,broken clouds,GT
645,Uige,-7.6087,15.0613,71.1,67,29,1.5,scattered clouds,AO
646,Virginia Beach,36.8529,-75.978,80.02,76,40,10.36,scattered clouds,US
647,Nizhniy Kuranakh,58.8353,125.4869,38.59,90,100,1.92,overcast clouds,RU
648,Olavarria,-36.8927,-60.3225,57.49,89,19,5.91,few clouds,AR
649,Les Abymes,16.271,-61.5045,76.59,94,28,5.75,scattered clouds,GP
650,Buarcos,40.166,-8.8768,63.82,87,7,17.22,clear sky,PT
651,Stornoway,58.2093,-6.3865,50.94,93,0,8.05,clear sky,GB
652,Zheleznodorozhnyy,55.7503,38.0042,43.02,89,100,17.72,moderate rain,RU
653,Synevyr,48.4875,23.6258,44.13,94,98,2.28,overcast clouds,UA
654,Kidal,18.4411,1.4078,90.57,16,2,4.5,clear sky,ML
655,Qeshm,26.9581,56.2719,87.67,78,55,10.89,broken clouds,IR
656,Pringsewu,-5.3582,104.9744,73.71,95,89,4.29,overcast clouds,ID
657,Micheweni,-4.9667,39.8333,75.81,82,11,13.67,few clouds,TZ
658,Vangaindrano,-23.35,47.6,63.03,86,83,2.75,light rain,MG
659,Fuling,29.7022,107.3919,67.14,91,1,2.66,clear sky,CN
660,Boyolangu,-8.1181,111.8935,74.25,90,46,6.13,scattered clouds,ID
661,Thinadhoo,0.5333,72.9333,82.56,75,84,6.26,broken clouds,MV
662,Marystown,47.1666,-55.1483,54.75,94,100,23.94,overcast clouds,CA
663,Arlit,18.7369,7.3853,93.11,12,38,5.97,scattered clouds,NE
664,Mogadishu,2.0371,45.3438,77.18,84,7,18.01,clear sky,SO
665,Padang,-0.9492,100.3543,75.25,84,98,3.51,overcast clouds,ID
666,San Pedro,14.35,121.0167,78.03,92,75,1.14,moderate rain,PH
667,Boralday,43.3578,76.8594,57.06,33,40,4.47,scattered clouds,KZ
668,Montegranaro,43.2355,13.631,67.33,68,0,8.88,clear sky,IT
669,Maningrida,-12.0667,134.2667,73.81,68,100,9.86,overcast clouds,AU
670,Lonar,19.9833,76.5333,73.24,90,100,5.91,overcast clouds,IN
671,Hay River,60.8156,-115.7999,48.18,87,75,9.22,light rain,CA
672,Rathdrum,47.8137,-116.892,66.79,63,90,1.99,overcast clouds,US
673,Ballina,-28.8667,153.5667,66.16,82,40,5.75,scattered clouds,AU
674,Santa Cruz,-17.8,-63.1667,89.06,51,31,13.8,scattered clouds,BO
675,Pacific Grove,36.6177,-121.9166,82.58,74,1,5.01,clear sky,US
676,Severomorsk,69.0689,33.4162,27.0,78,17,8.75,few clouds,RU
677,Bemidji,47.4736,-94.8803,82.69,57,1,9.22,clear sky,US
678,Nome,64.5011,-165.4064,40.15,48,40,8.05,scattered clouds,US
679,Darnah,32.767,22.6367,78.89,55,0,4.25,clear sky,LY
680,Avera,33.194,-82.5271,84.07,67,100,7.45,overcast clouds,US
681,Ulaangom,49.9811,92.0667,51.73,28,2,3.06,clear sky,MN
682,Athmallik,20.7219,84.5348,76.44,94,100,2.28,overcast clouds,IN
683,Khuzhir,53.1939,107.3397,52.3,76,3,7.25,clear sky,RU
684,Acajutla,13.5928,-89.8275,97.14,78,98,5.7,overcast clouds,SV
685,Pundaguitan,6.3711,126.1689,80.38,77,95,4.14,overcast clouds,PH
686,Timizart,36.8,4.2667,69.08,83,0,5.48,clear sky,DZ
687,Launceston,-41.45,147.1667,49.8,77,90,5.01,overcast clouds,AU
688,Sabang,5.8933,95.3214,78.01,84,100,26.75,light rain,ID
689,Falun,60.6036,15.626,43.21,88,69,2.86,broken clouds,SE
690,Zhongxing,33.7039,118.6792,65.17,93,100,12.84,moderate rain,CN
691,Puerto Baquerizo Moreno,-0.9,-89.6,72.59,83,75,11.5,broken clouds,EC
692,Oban,56.4127,-5.4706,50.86,94,2,3.15,clear sky,GB
693,Mogzon,51.7435,111.9606,44.65,91,98,0.83,overcast clouds,RU
694,Catio,11.2833,-15.25,77.95,90,100,3.11,light rain,GW
695,Mae Sai,20.4335,99.8762,74.52,100,100,1.95,overcast clouds,TH
696,Palmerston,-12.486,130.9833,78.93,77,0,4.61,clear sky,AU
697,Sambava,-14.2667,50.1667,70.77,85,100,13.27,light rain,MG
