City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,naze,28.3667,129.4833,81.52,64,9,5.26,JP,2021-09-19 01:19:02
276,riyadh,24.6877,46.7219,80.74,17,0,6.67,SA,2021-09-19 01:23:29
277,husavik,66.0449,-17.3389,42.71,85,48,9.73,IS,2021-09-19 01:27:27
278,leningradskiy,69.3833,178.4167,28.35,83,97,18.95,RU,2021-09-19 01:20:06
279,morrinhos,-17.7311,-49.0994,75.36,27,6,4.99,BR,2021-09-19 01:24:41
280,chimore,-16.9833,-65.1333,84.15,47,98,2.39,BO,2021-09-19 01:27:27
281,kaitangata,-46.2817,169.8464,54.84,56,100,7.74,NZ,2021-09-19 01:19:45
282,road town,18.4167,-64.6167,82.0,73,4,13.85,VG,2021-09-19 01:25:58
283,finschhafen,-6.6024,147.8681,75.67,96,100,12.26,PG,2021-09-19 01:21:21
284,ostrovnoy,68.0531,39.5131,36.86,80,8,2.89,RU,2021-09-19 01:20:15
285,gasa,31.5,34.4667,73.9,63,0,7.83,PS,2021-09-19 01:27:28
286,codrington,-38.2667,141.9667,52.66,85,100,21.56,AU,2021-09-19 01:19:41
287,sabang,5.8933,95.3214,81.37,71,100,6.73,ID,2021-09-19 01:27:28
288,lebu,-37.6167,-73.65,47.97,80,3,9.84,CL,2021-09-19 01:15:17
289,krasnoborsk,61.5598,45.934,35.2,88,100,6.76,RU,2021-09-19 01:27:28
290,tasiilaq,65.6145,-37.6368,37.56,67,100,4.85,GL,2021-09-19 01:18:13
291,xapuri,-10.6517,-68.5044,80.62,58,5,2.55,BR,2021-09-19 01:27:29
292,sao joao da barra,-21.6403,-41.0511,73.4,86,8,9.66,BR,2021-09-19 01:21:04
293,maxixe,-23.8597,35.3472,65.39,55,91,7.11,MZ,2021-09-19 01:20:40
294,klaksvik,62.2266,-6.589,54.52,88,100,22.53,FO,2021-09-19 01:19:54
295,auki,-8.7676,160.7034,84.96,69,31,5.3,SB,2021-09-19 01:20:47
296,verkhnevilyuysk,63.4453,120.3167,38.84,67,100,7.0,RU,2021-09-19 01:21:09
297,buckeye,33.3703,-112.5838,90.28,52,2,9.22,US,2021-09-19 01:26:59
298,yulara,-25.2406,130.9889,75.04,27,0,11.5,AU,2021-09-19 01:27:29
299,neon monastirion,39.2333,22.25,75.02,51,17,4.94,GR,2021-09-19 01:27:29
300,dandong,40.1292,124.3947,71.24,77,97,1.54,CN,2021-09-19 01:27:29
301,provideniya,64.3833,-173.3,47.82,80,11,7.45,RU,2021-09-19 01:19:44
302,beringovskiy,63.05,179.3167,49.32,63,7,3.96,RU,2021-09-19 01:18:09
303,saint-augustin,51.226,-58.6502,57.36,70,100,9.28,CA,2021-09-19 01:20:57
304,new iberia,30.0035,-91.8187,81.1,83,1,3.44,US,2021-09-19 01:27:30
305,viransehir,37.2353,39.7631,74.62,29,0,5.77,TR,2021-09-19 01:27:30
306,petropavlovka,50.6114,105.3196,56.66,76,9,2.55,RU,2021-09-19 01:27:30
307,mount isa,-20.7333,139.5,85.77,26,0,12.66,AU,2021-09-19 01:20:13
308,kinna,57.5073,12.6946,49.35,76,84,4.81,SE,2021-09-19 01:27:30
309,shimoda,34.6667,138.95,75.56,82,100,18.72,JP,2021-09-19 01:20:29
310,pitimbu,-7.4706,-34.8086,75.79,79,17,13.8,BR,2021-09-19 01:27:31
311,arman,59.7,150.1667,49.41,86,77,6.02,RU,2021-09-19 01:21:22
312,nata,8.3333,-80.5167,78.22,89,100,4.94,PA,2021-09-19 01:27:31
313,zhigansk,66.7697,123.3711,34.57,76,100,13.44,RU,2021-09-19 01:27:31
314,zhanakorgan,43.9098,67.2495,62.55,24,2,13.44,KZ,2021-09-19 01:27:31
315,honiara,-9.4333,159.95,87.33,66,27,11.59,SB,2021-09-19 01:27:32
316,lira,2.235,32.9097,63.46,98,98,1.72,UG,2021-09-19 01:27:32
317,qiongshan,20.0058,110.3542,85.98,84,75,4.47,CN,2021-09-19 01:27:32
318,amahai,-3.3333,128.9167,79.59,81,85,3.2,ID,2021-09-19 01:27:32
319,concepcion,-36.827,-73.0498,51.6,76,0,10.36,CL,2021-09-19 01:23:42
320,dudinka,69.4058,86.1778,39.96,94,100,11.1,RU,2021-09-19 01:20:48
321,dwarka,22.2394,68.9678,81.27,83,100,6.89,IN,2021-09-19 01:27:33
322,hami,42.8,93.45,72.39,22,4,6.58,CN,2021-09-19 01:20:16
323,paragominas,-2.9667,-47.4833,75.22,83,64,3.53,BR,2021-09-19 01:27:33
324,mareeba,-17.0,145.4333,80.44,50,52,9.8,AU,2021-09-19 01:27:33
325,ternate,0.8,127.4,82.42,71,26,1.52,ID,2021-09-19 01:21:09
326,juazeirinho,-6.8167,-38.05,83.88,40,80,10.11,BR,2021-09-19 01:27:33
327,ponta do sol,32.6667,-17.1,72.23,63,20,7.4,PT,2021-09-19 01:20:13
328,beidao,34.5686,105.8933,62.6,80,2,0.34,CN,2021-09-19 01:27:33
329,kushmurun,52.4503,64.6311,35.6,90,13,10.49,KZ,2021-09-19 01:27:34
330,rognan,67.0953,15.3878,49.87,71,100,7.54,NO,2021-09-19 01:27:34
331,novyye lyady,58.0536,56.6039,38.44,92,100,10.47,RU,2021-09-19 01:27:34
332,nanortalik,60.1432,-45.2371,41.02,92,100,11.61,GL,2021-09-19 01:19:46
333,garbsen,52.4167,9.6,57.45,87,75,10.36,DE,2021-09-19 01:27:34
334,union,40.6334,-74.2663,79.21,75,1,8.05,US,2021-09-19 01:27:35
335,kirkenes,69.7271,30.0458,43.75,61,90,10.36,NO,2021-09-19 01:27:35
336,altamira,-3.2033,-52.2064,75.51,75,39,2.55,BR,2021-09-19 01:27:35
337,castres,43.5833,2.1667,60.26,96,90,8.05,FR,2021-09-19 01:27:35
338,nazareno etla,17.1783,-96.8239,63.39,88,100,3.11,MX,2021-09-19 01:27:36
339,ulaanbaatar,47.9077,106.8832,48.33,81,75,0.0,MN,2021-09-19 01:18:12
340,buin,-33.7333,-70.75,53.64,82,40,3.2,CL,2021-09-19 01:27:36
341,thai binh,20.45,106.3333,86.0,74,100,4.61,VN,2021-09-19 01:27:36
342,west bay,19.3667,-81.4167,84.27,83,20,3.0,KY,2021-09-19 01:27:36
343,port-cartier,50.0334,-66.8654,57.92,70,100,7.72,CA,2021-09-19 01:27:08
344,taoudenni,22.6783,-3.9836,95.11,16,2,24.16,ML,2021-09-19 01:20:12
345,kumluca,36.3703,30.2869,78.94,50,0,3.69,TR,2021-09-19 01:27:37
346,wanning,18.8003,110.3967,84.85,75,31,4.79,CN,2021-09-19 01:21:17
347,marsa matruh,31.3525,27.2453,73.6,88,40,4.61,EG,2021-09-19 01:27:37
348,bandarbeyla,9.4942,50.8122,79.0,78,100,22.66,SO,2021-09-19 01:21:26
349,shingu,33.7333,135.9833,83.39,61,85,1.59,JP,2021-09-19 01:19:56
350,isangel,-19.55,169.2667,75.72,63,28,14.32,VU,2021-09-19 01:20:56
351,arbroath,56.5632,-2.5874,58.98,98,96,4.14,GB,2021-09-19 01:27:37
352,kostomuksha,64.571,30.5767,39.06,86,100,3.13,RU,2021-09-19 01:27:37
353,krasnoselkup,65.7,82.4667,39.49,88,93,8.97,RU,2021-09-19 01:27:38
354,vestmannaeyjar,63.4427,-20.2734,52.09,85,14,12.97,IS,2021-09-19 01:21:00
355,boa vista,2.8197,-60.6733,82.38,74,75,6.91,BR,2021-09-19 01:27:38
356,stornoway,58.2093,-6.3865,55.92,88,40,5.75,GB,2021-09-19 01:27:38
357,nishihara,26.1842,127.7558,83.86,70,20,6.91,JP,2021-09-19 01:19:44
358,majene,-3.5403,118.9707,80.73,69,30,8.28,ID,2021-09-19 01:27:38
359,augusta,48.3667,10.8833,47.88,95,25,4.61,DE,2021-09-19 01:25:28
360,bogande,12.9714,-0.1436,79.27,69,49,10.89,BF,2021-09-19 01:27:39
361,buka,40.8108,69.1986,63.52,29,0,6.8,UZ,2021-09-19 01:27:39
362,samarai,-10.6167,150.6667,78.49,87,100,20.33,PG,2021-09-19 01:27:39
363,baculin,7.4525,126.5842,83.71,68,100,1.03,PH,2021-09-19 01:24:07
364,berbera,10.4396,45.0143,88.47,61,1,8.1,SO,2021-09-19 01:27:39
365,neuquen,-38.9516,-68.0591,51.69,54,0,0.0,AR,2021-09-19 01:26:35
366,hasaki,35.7333,140.8333,77.4,72,100,26.35,JP,2021-09-19 01:19:15
367,olenino,56.2092,33.4889,39.49,75,100,13.47,RU,2021-09-19 01:27:40
368,caibarien,22.5206,-79.4669,79.92,83,100,9.8,CU,2021-09-19 01:27:40
369,aklavik,68.2191,-135.0107,45.32,74,100,6.02,CA,2021-09-19 01:19:13
370,bonthe,7.5264,-12.505,76.95,89,100,4.32,SL,2021-09-19 01:19:55
371,noumea,-22.2763,166.4572,78.78,55,23,16.08,NC,2021-09-19 01:15:37
372,atar,20.5169,-13.0499,84.25,42,70,11.52,MR,2021-09-19 01:27:40
373,krasnaya gora,52.9995,31.6023,49.91,96,100,13.35,RU,2021-09-19 01:27:40
374,salisbury,51.0693,-1.7957,60.58,94,90,4.61,GB,2021-09-19 01:27:41
375,yabelo,4.8833,38.0833,62.37,72,99,3.11,ET,2021-09-19 01:27:41
376,khandyga,62.6667,135.6,45.12,89,100,5.5,RU,2021-09-19 01:27:41
377,bellegarde-sur-valserine,46.1079,5.8242,61.54,98,99,3.89,FR,2021-09-19 01:27:41
378,beira,-19.8436,34.8389,71.69,64,40,12.66,MZ,2021-09-19 01:27:41
379,chernyshevskiy,63.0128,112.4714,39.42,63,97,4.0,RU,2021-09-19 01:27:42
380,tomari,47.7658,142.0683,58.35,51,78,13.4,RU,2021-09-19 01:27:42
381,fort frances,48.5999,-93.4003,66.06,52,1,8.05,CA,2021-09-19 01:24:53
382,kikwit,-5.041,18.8162,74.43,70,98,0.98,CD,2021-09-19 01:27:42
383,tahoua,14.8888,5.2692,84.0,57,98,17.52,NE,2021-09-19 01:27:42
384,padang,-0.9492,100.3543,75.25,96,100,3.96,ID,2021-09-19 01:19:53
385,akyab,20.15,92.9,80.02,85,100,6.13,MM,2021-09-19 01:27:43
386,xining,36.6167,101.7667,50.36,69,13,3.58,CN,2021-09-19 01:27:43
387,brezoi,45.338,24.2486,49.68,72,3,5.99,RO,2021-09-19 01:27:43
388,nanakuli,21.3906,-158.1547,89.55,48,40,11.5,US,2021-09-19 01:27:43
389,tecoanapa,16.5167,-98.75,80.17,78,100,2.33,MX,2021-09-19 01:27:44
390,ndende,-2.4008,11.3581,72.54,89,100,1.74,GA,2021-09-19 01:27:44
391,ambon,-3.6954,128.1814,79.16,86,96,10.09,ID,2021-09-19 01:27:44
392,new delhi,28.6128,77.2311,78.96,94,20,4.61,IN,2021-09-19 01:27:44
393,akureyri,65.6835,-18.0878,42.73,93,75,5.75,IS,2021-09-19 01:27:45
394,haukipudas,65.1765,25.3523,42.85,95,100,6.87,FI,2021-09-19 01:27:45
395,uttaradit,17.6667,100.5,77.76,93,59,0.34,TH,2021-09-19 01:27:45
396,mogadishu,2.0371,45.3438,76.93,82,21,16.15,SO,2021-09-19 01:27:45
397,san quintin,30.4833,-115.95,70.18,71,0,17.74,MX,2021-09-19 01:21:14
398,port blair,11.6667,92.75,81.43,80,52,5.37,IN,2021-09-19 01:27:45
399,igrim,63.1906,64.4162,32.74,97,100,15.79,RU,2021-09-19 01:27:46
400,fredericksburg,38.3032,-77.4605,77.41,85,1,0.0,US,2021-09-19 01:27:46
401,warrnambool,-38.3833,142.4833,56.8,77,100,27.2,AU,2021-09-19 01:27:46
402,faya,18.3851,42.4509,64.51,22,76,3.8,SA,2021-09-19 01:27:46
403,nushki,29.5542,66.0215,77.68,14,0,6.38,PK,2021-09-19 01:27:47
404,mehamn,71.0357,27.8492,41.29,78,0,13.0,NO,2021-09-19 01:21:27
405,nome,64.5011,-165.4064,47.16,71,90,13.8,US,2021-09-19 01:21:00
406,bangarapet,12.9667,78.2,76.01,68,100,0.92,IN,2021-09-19 01:27:47
407,am timan,11.0297,20.2827,73.4,77,100,1.77,TD,2021-09-19 01:20:28
408,yaita,36.8,139.9333,75.49,55,38,5.08,JP,2021-09-19 01:27:47
409,guhagar,17.4842,73.1929,74.97,93,100,4.92,IN,2021-09-19 01:27:47
410,fort nelson,58.8053,-122.7002,47.79,76,75,3.44,CA,2021-09-19 01:19:50
411,caraballeda,10.6112,-66.8522,81.37,81,31,4.61,VE,2021-09-19 01:27:48
412,sola,-13.8833,167.55,79.9,78,11,21.45,VU,2021-09-19 01:27:33
413,talnakh,69.4865,88.3972,40.93,97,100,3.2,RU,2021-09-19 01:27:48
414,katangli,51.7102,143.2326,53.15,54,18,16.55,RU,2021-09-19 01:27:48
415,baykit,61.67,96.37,43.84,88,90,0.89,RU,2021-09-19 01:27:48
416,ponta delgada,37.7333,-25.6667,66.92,72,40,8.05,PT,2021-09-19 01:27:49
417,pahrump,36.2083,-115.9839,89.06,7,0,1.01,US,2021-09-19 01:20:15
418,tura,25.5198,90.2201,73.98,95,34,2.73,IN,2021-09-19 01:15:58
419,port moresby,-9.4431,147.1797,84.92,67,84,17.36,PG,2021-09-19 01:27:49
420,la ronge,55.1001,-105.2842,57.45,72,75,9.22,CA,2021-09-19 01:21:02
421,recea,47.6333,23.5167,55.31,94,90,3.44,RO,2021-09-19 01:27:49
422,lata,40.1629,-8.3327,61.81,96,8,2.17,PT,2021-09-19 01:18:04
423,poum,-20.2333,164.0167,71.28,61,0,5.01,NC,2021-09-19 01:19:09
424,ucluelet,48.9329,-125.5528,59.09,89,33,8.63,CA,2021-09-19 01:23:53
425,mazatlan,23.2167,-106.4167,86.92,80,20,5.01,MX,2021-09-19 01:27:23
426,atambua,-9.1061,124.8925,83.32,42,34,3.4,ID,2021-09-19 01:27:49
427,kuytun,54.3419,101.5036,49.78,83,95,3.83,RU,2021-09-19 01:27:50
428,caucaia,-3.7361,-38.6531,80.55,73,20,17.27,BR,2021-09-19 01:23:38
429,katsuura,35.1333,140.3,80.64,72,93,26.04,JP,2021-09-19 01:20:17
430,inverness,57.4791,-4.224,55.38,95,75,0.0,GB,2021-09-19 01:27:50
431,rawson,-43.3002,-65.1023,52.95,49,4,8.05,AR,2021-09-19 01:27:50
432,wau,7.7029,27.9953,67.5,97,27,2.04,SS,2021-09-19 01:27:50
433,nouadhibou,20.931,-17.0347,75.72,78,73,8.37,MR,2021-09-19 01:20:29
434,bengkulu,-3.8004,102.2655,77.49,87,86,9.89,ID,2021-09-19 01:27:51
435,teeli,51.0333,90.2333,52.88,56,0,0.81,RU,2021-09-19 01:27:51
436,barinas,8.6226,-70.2075,76.69,89,89,2.64,VE,2021-09-19 01:27:51
437,garoua,9.3,13.4,74.17,92,50,4.05,CM,2021-09-19 01:27:51
438,bolshaya sosnova,57.6713,54.6029,36.37,79,100,13.67,RU,2021-09-19 01:27:52
439,balabac,7.9868,117.0645,83.66,73,72,7.4,PH,2021-09-19 01:27:52
440,suhbaatar,50.2314,106.2078,57.97,68,82,1.61,MN,2021-09-19 01:27:52
441,henties bay,-22.116,14.2845,52.86,93,0,6.49,NA,2021-09-19 01:20:49
442,myitkyina,25.3833,97.4,74.21,99,99,0.63,MM,2021-09-19 01:27:52
443,jaypur,18.85,82.5833,72.1,92,100,1.1,IN,2021-09-19 01:27:53
444,yavaros,26.7,-109.5167,93.45,64,75,13.73,MX,2021-09-19 01:27:53
445,pangkalanbuun,-2.6833,111.6167,82.92,68,27,5.77,ID,2021-09-19 01:24:40
446,grindavik,63.8424,-22.4338,48.15,93,75,8.05,IS,2021-09-19 01:21:07
447,caudebec-les-elbeuf,49.2808,1.022,63.14,96,75,4.61,FR,2021-09-19 01:27:53
448,kualakapuas,-3.0091,114.3876,82.56,65,14,3.51,ID,2021-09-19 01:27:53
449,duayaw nkwanta,7.1724,-2.1028,69.69,100,98,2.57,GH,2021-09-19 01:27:54
450,paamiut,61.994,-49.6678,36.68,82,100,10.38,GL,2021-09-19 01:27:54
451,nelson bay,-32.7167,152.15,71.29,39,0,1.99,AU,2021-09-19 01:24:04
452,coquimbo,-29.9533,-71.3436,53.33,87,0,3.44,CL,2021-09-19 01:21:12
453,porto nacional,-10.7081,-48.4172,80.6,25,5,2.01,BR,2021-09-19 01:27:12
454,aitape,-3.1374,142.3475,81.64,83,99,5.93,PG,2021-09-19 01:27:54
455,nisia floresta,-6.0911,-35.2086,79.18,80,6,9.82,BR,2021-09-19 01:23:03
456,kununurra,-15.7667,128.7333,84.18,65,12,5.75,AU,2021-09-19 01:23:35
457,constitucion,-35.3333,-72.4167,49.73,75,15,13.47,CL,2021-09-19 01:20:15
458,dubbo,-32.25,148.6167,62.73,39,0,5.75,AU,2021-09-19 01:27:55
459,edd,13.9297,41.6925,87.06,64,71,5.86,ER,2021-09-19 01:27:55
460,kodinsk,58.6881,99.1844,51.87,95,45,4.76,RU,2021-09-19 01:21:08
461,gladstone,-23.85,151.25,75.13,50,0,8.05,AU,2021-09-19 01:27:55
462,coahuayana,18.7333,-103.6833,78.28,93,100,2.08,MX,2021-09-19 01:20:07
463,kalmunai,7.4167,81.8167,79.39,85,100,6.58,LK,2021-09-19 01:27:55
464,santa ana,33.7456,-117.8678,84.04,65,1,1.01,US,2021-09-19 01:24:03
465,dubti,11.7361,41.0853,87.8,30,7,10.45,ET,2021-09-19 01:27:56
466,moron,-34.6534,-58.6198,63.01,93,0,1.99,AR,2021-09-19 01:27:56
467,karachi,24.9056,67.0822,82.22,83,40,8.05,PK,2021-09-19 01:24:33
468,tabas,33.5959,56.9244,77.86,15,0,2.01,IR,2021-09-19 01:27:56
469,gamboula,4.1178,15.1393,68.32,99,100,2.1,CF,2021-09-19 01:27:56
470,varhaug,58.6147,5.6457,56.89,75,100,26.06,NO,2021-09-19 01:27:57
471,numan,9.4667,12.0333,74.77,91,100,5.91,NG,2021-09-19 01:27:57
472,sao felix do xingu,-6.6447,-51.995,77.95,50,12,1.16,BR,2021-09-19 01:27:57
473,blytheville,35.9273,-89.919,76.93,83,1,5.75,US,2021-09-19 01:27:57
474,yaan,7.3833,8.5667,73.04,95,98,5.75,NG,2021-09-19 01:27:58
475,teguldet,57.3064,88.1667,44.11,78,100,6.4,RU,2021-09-19 01:27:58
476,miraflores,19.2167,-98.8083,59.65,94,99,2.62,MX,2021-09-19 01:27:58
477,marawi,7.9986,124.2928,76.64,68,59,0.43,PH,2021-09-19 01:19:39
478,batagay-alyta,67.8006,130.4114,28.83,87,100,10.63,RU,2021-09-19 01:20:57
479,copiapo,-27.3667,-70.3333,51.49,61,100,2.33,CL,2021-09-19 01:27:58
480,saldanha,-33.0117,17.9442,57.25,86,100,21.12,ZA,2021-09-19 01:19:59
481,sompeta,18.9333,84.6,81.66,80,100,2.26,IN,2021-09-19 01:27:59
482,yacuiba,-22.038,-63.6797,75.99,48,7,2.62,BO,2021-09-19 01:20:43
483,rothenbach,47.6167,9.9833,54.54,91,43,3.85,DE,2021-09-19 01:27:59
484,izhma,65.0083,53.9113,35.78,87,100,11.7,RU,2021-09-19 01:27:59
485,nemuro,43.3236,145.575,68.43,85,100,15.3,JP,2021-09-19 01:27:59
486,oltu,40.5498,42.0013,55.42,80,9,0.76,TR,2021-09-19 01:28:00
487,flinders,-34.5833,150.8552,72.05,43,7,8.99,AU,2021-09-19 01:28:00
488,tuy hoa,13.0833,109.3,75.13,94,100,4.45,VN,2021-09-19 01:17:54
489,ullapool,57.8987,-5.1604,54.75,84,98,5.55,GB,2021-09-19 01:28:00
490,sobolevo,54.4299,31.8996,42.39,94,100,19.26,RU,2021-09-19 01:28:00
491,half moon bay,37.4636,-122.4286,72.75,83,90,4.61,US,2021-09-19 01:27:05
492,pyay,18.8167,95.2167,76.37,93,100,5.12,MM,2021-09-19 01:28:00
493,namibe,-15.1961,12.1522,59.45,86,8,3.38,AO,2021-09-19 01:19:48
494,san angelo,31.4638,-100.437,89.55,42,1,4.0,US,2021-09-19 01:24:12
495,samoded,63.6083,40.5111,37.83,79,100,3.29,RU,2021-09-19 01:28:01
496,qinnan,33.2531,119.9133,76.39,74,0,13.09,CN,2021-09-19 01:28:01
497,toppenish,46.3774,-120.3087,64.81,57,30,17.65,US,2021-09-19 01:28:01
498,margate,51.3813,1.3862,62.31,89,100,9.04,GB,2021-09-19 01:19:54
499,sitka,57.0531,-135.33,53.49,82,90,0.0,US,2021-09-19 01:15:52
500,christchurch,-43.5333,172.6333,62.8,55,99,5.99,NZ,2021-09-19 01:28:02
501,nabire,-3.3667,135.4833,80.46,79,100,1.7,ID,2021-09-19 01:20:09
502,san isidro,-12.1167,-77.05,59.25,85,90,10.36,PE,2021-09-19 01:28:02
503,namatanai,-3.6667,152.4333,84.15,72,78,9.08,PG,2021-09-19 01:20:21
504,araouane,18.9048,-3.5265,95.22,17,46,8.21,ML,2021-09-19 01:20:10
505,kontagora,10.3999,5.4695,72.59,93,29,1.68,NG,2021-09-19 01:28:02
506,cercal,37.806,-8.6715,60.75,77,1,7.43,PT,2021-09-19 01:28:02
507,menongue,-14.6585,17.691,67.77,63,97,5.21,AO,2021-09-19 01:28:03
508,komatipoort,-25.4332,31.9548,59.05,78,1,2.08,ZA,2021-09-19 01:28:03
509,hatillo,18.4863,-66.8254,81.1,87,6,8.63,PR,2021-09-19 01:28:03
510,tautira,-17.7333,-149.15,80.62,81,88,18.37,PF,2021-09-19 01:28:03
511,maba,24.6841,113.5984,84.15,74,1,2.51,CN,2021-09-19 01:28:04
512,alibag,18.6411,72.8792,80.67,88,94,7.56,IN,2021-09-19 01:28:04
513,dataganj,28.0333,79.4,76.42,92,0,4.99,IN,2021-09-19 01:28:04
514,ahuimanu,21.4447,-157.8378,89.31,64,40,16.11,US,2021-09-19 01:28:04
515,gat,31.61,34.7642,73.4,68,0,5.55,IL,2021-09-19 01:21:16
516,north augusta,33.5018,-81.9651,80.15,71,75,0.0,US,2021-09-19 01:28:05
517,ilo,-17.6394,-71.3375,60.19,80,75,2.15,PE,2021-09-19 01:28:05
518,rock sound,24.9,-76.2,83.43,73,3,8.77,BS,2021-09-19 01:28:05
519,kaoma,-14.7833,24.8,70.3,54,10,10.47,ZM,2021-09-19 01:28:05
520,carahue,-38.7,-73.1667,48.4,92,42,2.39,CL,2021-09-19 01:28:05
521,kamenka,51.3223,42.7678,48.87,52,100,11.21,RU,2021-09-19 01:28:06
522,gayny,60.3071,54.3241,35.29,83,100,10.4,RU,2021-09-19 01:28:06
523,labuhan,-6.8844,112.2051,82.27,68,4,5.68,ID,2021-09-19 01:19:50
524,inyonga,-6.7167,32.0667,72.21,42,100,7.36,TZ,2021-09-19 01:28:06
525,sadsadan,16.9333,120.8667,73.42,62,100,2.04,PH,2021-09-19 01:28:06
526,guaruja,-23.9931,-46.2564,76.15,92,18,1.63,BR,2021-09-19 01:28:07
527,san borja,-14.8167,-66.85,85.15,42,33,3.6,BO,2021-09-19 01:28:07
528,lekoni,-1.5843,14.2591,73.4,83,100,4.27,GA,2021-09-19 01:28:07
529,tessalit,20.1986,1.0114,88.99,13,0,11.1,ML,2021-09-19 01:28:07
530,bela,25.9333,81.9833,78.98,84,4,1.1,IN,2021-09-19 01:28:08
531,virginia beach,36.8529,-75.978,76.03,88,1,0.0,US,2021-09-19 01:25:30
532,barranca,-10.75,-77.7667,60.51,83,54,7.67,PE,2021-09-19 01:28:08
533,oyem,1.5995,11.5793,66.47,99,100,1.92,GA,2021-09-19 01:28:08
534,batemans bay,-35.7167,150.1833,64.98,34,100,12.08,AU,2021-09-19 01:28:08
535,cairns,-16.9167,145.7667,85.06,51,75,19.57,AU,2021-09-19 01:25:58
536,jiquilisco,13.3167,-88.5833,80.58,82,100,2.3,SV,2021-09-19 01:28:09
537,hurghada,27.2574,33.8129,80.64,44,0,9.22,EG,2021-09-19 01:28:09
538,tacoronte,28.4769,-16.4102,68.25,86,0,5.99,ES,2021-09-19 01:28:09
539,malatya,38.5,38.0,53.65,51,0,4.61,TR,2021-09-19 01:28:09
540,kearney,40.6995,-99.0815,79.84,63,1,11.01,US,2021-09-19 01:28:10
541,san policarpo,12.1791,125.5072,82.04,80,100,3.11,PH,2021-09-19 01:28:10
542,murillo,4.8739,-75.1715,52.29,90,70,3.78,CO,2021-09-19 01:28:10
543,great falls,47.5002,-111.3008,75.92,30,90,20.71,US,2021-09-19 01:28:10
544,barcelos,41.5388,-8.6151,59.92,87,11,5.1,PT,2021-09-19 01:28:11
545,srednekolymsk,67.45,153.6833,35.73,51,69,18.12,RU,2021-09-19 01:24:38
546,masuguru,-11.3667,38.4167,72.91,78,48,2.35,TZ,2021-09-19 01:28:11
547,quang ngai,15.1167,108.8,80.76,80,100,3.76,VN,2021-09-19 01:23:55
548,nizhniy odes,63.6445,54.856,33.73,82,100,13.09,RU,2021-09-19 01:28:11
549,sale,34.0389,-6.8166,71.62,83,75,0.0,MA,2021-09-19 01:26:40
550,laredo,27.5064,-99.5075,95.0,49,75,12.66,US,2021-09-19 01:24:28
551,misratah,32.3754,15.0925,79.61,72,0,15.99,LY,2021-09-19 01:28:12
552,marana,32.4367,-111.2254,91.18,59,75,5.75,US,2021-09-19 01:28:12
